Language,Key,Original Text (FR)
"en","ajouteroeuvre.dimensions_1","Dimensions (cm)"
"en","ajouteroeuvre.placeholder_100x80","Ex: 100x80"
"en","ajouteroeuvre.support","Support"
"en","ajouteroeuvre.placeholder_toile_papier_bois","Ex: Toile, Papier, Bois"
"en","ajouteroeuvre.chargement_des_donnes","Chargement des données..."
"en","ajouteroeuvre.ressayer","Réessayer"
"en","ajouteroeuvre.retour","Retour"
"en","ajouteroeuvre.ajouter_une_uvre","Ajouter une œuvre"
"en","ajouteroeuvre.partagez_votre_cration","Partagez votre création avec la communauté"
"en","ajouteroeuvre.connect_tant_que","Connecté en tant que"
"en","ajouteroeuvre.vous_devez_tre","Vous devez être connecté pour ajouter une œuvre."
"en","ajouteroeuvre.connecter","Se connecter"
"en","ajouteroeuvre.type_duvre","Type d'œuvre"
"en","ajouteroeuvre.informations_gnrales","Informations générales"
"en","ajouteroeuvre.titre_luvre","Titre de l'œuvre *"
"en","ajouteroeuvre.placeholder_lart_calligraphie_maghrebine","Ex: L'art de la calligraphie maghrebine"
"en","ajouteroeuvre.langue","Langue *"
"en","ajouteroeuvre.franais","Français"
"en","ajouteroeuvre.anne_cration","Année de création"
"en","ajouteroeuvre.prix","Prix (en DA)"
"en","ajouteroeuvre.placeholder_1200","Ex: 1200"
"en","ajouteroeuvre.description","Description *"
"en","ajouteroeuvre.placeholder_dcrivez_votre_uvre","Décrivez votre œuvre, son contexte, ses influences..."
"en","ajouteroeuvre.informations_spcifiques","Informations spécifiques -"
"en","ajouteroeuvre.tags","Tags"
"en","ajouteroeuvre.placeholder_ajouter_tag","Ajouter un tag..."
"en","ajouteroeuvre.tags_suggrs","Tags suggérés :"
"en","ajouteroeuvre.fichiers_mdias","Fichiers et médias"
"en","ajouteroeuvre.premire_image_ajoute","La première image ajoutée sera automatiquement l'image principale. 
                          Cliquez sur une autre image pour la définir comme principale."
"en","ajouteroeuvre.mdias_ajouts","Médias ajoutés"
"en","ajouteroeuvre.dfinir_comme_principale","Définir comme principale"
"en","ajouteroeuvre.mb","MB"
"en","ajouteroeuvre.ajouter_des_mdias","Ajouter des médias"
"en","ajouteroeuvre.glissezdposez_vos_fichiers","Glissez-déposez vos fichiers ou cliquez pour sélectionner"
"en","ajouteroeuvre.images_vidos_audio","Images, vidéos, audio ou documents (max 100MB par fichier)"
"en","ajouteroeuvre.choisir_des_fichiers","Choisir des fichiers"
"en","ajouteroeuvre.sauvegarder_comme_brouillon","Sauvegarder comme brouillon"
"en","ajouteroeuvre.publier_luvre","Publier l'œuvre"
"en","common_patrimoinesection.description_citadelle_historique_classe","Citadelle historique classée au patrimoine mondial de l'UNESCO"
"en","common_patrimoinesection.description_art_rupestre_prhistorique","Art rupestre préhistorique dans un paysage lunaire unique"
"en","common_patrimoinesection.description_architecture_mozabite_tradit","Architecture mozabite traditionnelle et mode de vie ancestral"
"en","common_patrimoinesection.patrimoine_culturel","Patrimoine culturel"
"en","common_patrimoinesection.explorez_les_trsors","Explorez les trésors architecturaux et naturels qui témoignent 
            de la richesse millénaire de l'Algérie"
"en","common_patrimoinesection.carte_interactive_patrimoine","Carte interactive du patrimoine"
"en","common_patrimoinesection.explorez_plus_sites","Explorez plus de 50 sites culturels à travers l'Algérie"
"en","common_patrimoinesection.ouvrir_carte","Ouvrir la carte"
"en","common_patrimoinesection.unesco","UNESCO"
"en","common_patrimoinesection.dcouvrir","Découvrir"
"en","common_patrimoinesection.voir_tous_les","Voir tous les sites patrimoniaux"
"en","common_oeuvressection.title_ltranger","L'Étranger"
"en","common_oeuvressection.description_chefduvre_littrature_existen","Chef-d'œuvre de la littérature existentialiste par l'auteur franco-algérien"
"en","common_oeuvressection.title_bataille_dalger","La Bataille d'Alger"
"en","common_oeuvressection.description_film_emblmatique_sur","Film emblématique sur la guerre d'indépendance algérienne"
"en","common_oeuvressection.title_calligraphie_maghrbine_contemporai","Calligraphie Maghrébine Contemporaine"
"en","common_oeuvressection.description_uvres_calligraphiques_mlant","Œuvres calligraphiques mêlant tradition arabe et modernité"
"en","common_oeuvressection.bibliothque_numrique","Bibliothèque numérique"
"en","common_oeuvressection.dcouvrez_tlchargez_les","Découvrez et téléchargez les œuvres littéraires, cinématographiques 
            et artistiques qui enrichissent le patrimoine culturel algérien"
"en","common_oeuvressection.par","par"
"en","common_oeuvressection.avis","avis)"
"en","common_oeuvressection.tlchargements","téléchargements"
"en","common_oeuvressection.aperu_disponible","Aperçu disponible"
"en","common_oeuvressection.aperu","Aperçu"
"en","common_oeuvressection.acheter","Acheter"
"en","common_oeuvressection.explorer_toute_bibliothque","Explorer toute la bibliothèque"
"en","common_notificationbell.aria-label_notifications","Notifications"
"en","common_notificationbell.notifications","Notifications"
"en","common_notificationbell.toutes","Toutes"
"en","common_notificationbell.non_lues","Non lues"
"en","common_notificationbell.title_tout_marquer_comme","Tout marquer comme lu"
"en","common_notificationbell.nouvelle","nouvelle"
"en","common_notificationbell.aucune_nouvelle_notification","Aucune nouvelle notification"
"en","common_notificationbell.chargement","Chargement..."
"en","common_notificationbell.aucune_notification","Aucune notification"
"en","common_notificationbell.title_marquer_comme","Marquer comme lu"
"en","common_notificationbell.title_supprimer","Supprimer"
"en","common_notificationbell.voir_plus","Voir plus →"
"en","common_notificationbell.voir_toutes_les","Voir toutes les notifications"
"en","common_notificationbell.prfrences","Préférences"
"en","common_evenementssection.title_festival_international_musique","Festival International de Musique Andalouse"
"en","common_evenementssection.description_clbration_lhritage_musical","Célébration de l'héritage musical andalou avec des artistes internationaux"
"en","common_evenementssection.title_exposition_dart_contemporain","Exposition d'Art Contemporain Maghrébin"
"en","common_evenementssection.description_dcouverte_des_uvres","Découverte des œuvres d'artistes contemporains du Maghreb"
"en","common_evenementssection.title_journes_patrimoine_amazigh","Journées du Patrimoine Amazigh"
"en","common_evenementssection.description_immersion_dans_culture","Immersion dans la culture amazighe : langue, artisanat et traditions"
"en","common_evenementssection.vnements_culturels","Événements culturels"
"en","common_evenementssection.participez_aux_festivals","Participez aux festivals, expositions et célébrations qui animent 
            la scène culturelle algérienne"
"en","common_evenementssection.sinscrire_lvnement","S'inscrire à l'événement"
"en","common_evenementssection.voir_tous_les","Voir tous les événements"
"en","common_connectionstatus.connect","Connecté"
"en","common_connectionstatus.connect_1","Connecté"
"en","common_connectionstatus.connexion","Connexion..."
"en","common_connectionstatus.dconnect","Déconnecté"
"en","common_connectionstatus.erreur","Erreur:"
"en","common_connectionstatus.tentatives_reconnexion","Tentatives de reconnexion:"
"en","common_connectionstatus.mode_dgrad_polling","Mode dégradé (polling)"
"en","common_connectionstatus.id","ID:"
"en","common_connectionstatus.connexion_1","Connexion..."
"en","common_connectionstatus.mode_hors_ligne","Mode hors ligne"
"en","common_categoriesection.chargement_des_catgories","Chargement des catégories..."
"en","common_categoriesection.catgories","Catégories"
"en","common_categoriesection.aucune_catgorie_disponible","Aucune catégorie disponible pour ce type d'œuvre."
"en","common_categoriesection.catgories_1","Catégories"
"en","common_categoriesection.slectionnez_une_plusieurs","Sélectionnez une ou plusieurs catégories pour classifier votre œuvre"
"en","common_cartepatrimoine.description_citadelle_historique_inscrit","Citadelle historique inscrite au patrimoine mondial de l'UNESCO depuis 1992"
"en","common_cartepatrimoine.description_plateau_montagneux_avec","Plateau montagneux avec art rupestre préhistorique, patrimoine mondial UNESCO"
"en","common_cartepatrimoine.description_ensemble_architectural_mozab","Ensemble architectural mozabite unique au monde, patrimoine UNESCO depuis 1982"
"en","common_cartepatrimoine.description_ancienne_cit_romaine","Ancienne cité romaine de Thamugadi, parfaitement conservée"
"en","common_cartepatrimoine.description_cuicul_ancienne_ville","Cuicul, ancienne ville romaine aux vestiges exceptionnels"
"en","common_cartepatrimoine.description_vestiges_puniques_romains","Vestiges puniques, romains et chrétiens face à la Méditerranée"
"en","common_cartepatrimoine.carte_interactive_patrimoine","Carte interactive du patrimoine"
"en","common_cartepatrimoine.ouvrir_grand","Ouvrir en grand"
"en","common_cartepatrimoine.exploration_patrimoine_algrien","Exploration du patrimoine algérien"
"en","common_cartepatrimoine.explorez_plus_sites","Explorez plus de 6 sites UNESCO et monuments historiques à travers l'Algérie"
"en","common_cartepatrimoine.parcours_dcouverte","Parcours découverte"
"en","common_cartepatrimoine.choisissez_itinraire_thmatique","Choisissez un itinéraire thématique pour découvrir les merveilles du patrimoine algérien"
"en","common_cartepatrimoine.sites","sites"
"en","common_cartepatrimoine.parcours_actif","Parcours actif :"
"en","common_cartepatrimoine.itinraire_trac_sur","Itinéraire tracé sur la carte avec"
"en","common_cartepatrimoine.monuments","monuments"
"en","common_cartepatrimoine.effacer","Effacer"
"en","common_cartepatrimoine.unesco","UNESCO"
"en","common_cartepatrimoine.visiteurs","Visiteurs"
"en","common_cartepatrimoine.dure","Durée"
"en","common_cartepatrimoine.poque","Époque"
"en","common_cartepatrimoine.statut","Statut"
"en","common_cartepatrimoine.rserver_une_visite","Réserver une visite"
"en","common_cartepatrimoine.plus_dinformations","Plus d'informations"
"en","common_cartepatrimoine.fermer","Fermer"
"en","notifications_preferences.prfrences_notifications","Préférences de notifications"
"en","notifications_preferences.notifications_navigateur_dsactives","Notifications navigateur désactivées"
"en","notifications_preferences.activez_les_notifications","Activez les notifications navigateur pour recevoir des alertes en temps réel même lorsque l'application est en arrière-plan."
"en","notifications_preferences.activer_les_notifications","Activer les notifications navigateur"
"en","notifications_preferences.title_paramtres_gnraux","Paramètres généraux"
"en","notifications_preferences.description_grez_vos_prfrences","Gérez vos préférences globales de notification"
"en","notifications_preferences.label_notifications_actives","Notifications activées"
"en","notifications_preferences.description_activer_dsactiver_toutes","Activer ou désactiver toutes les notifications"
"en","notifications_preferences.label_notifications_par_email","Notifications par email"
"en","notifications_preferences.description_recevoir_les_notifications","Recevoir les notifications importantes par email"
"en","notifications_preferences.label_notifications_sms","Notifications SMS"
"en","notifications_preferences.description_recevoir_les_notifications_1","Recevoir les notifications urgentes par SMS"
"en","notifications_preferences.title_types_notifications","Types de notifications"
"en","notifications_preferences.description_choisissez_les_types","Choisissez les types de notifications que vous souhaitez recevoir"
"en","notifications_preferences.label_nouveaux_vnements","Nouveaux événements"
"en","notifications_preferences.description_tre_notifi_lors","Être notifié lors de la création de nouveaux événements culturels"
"en","notifications_preferences.label_modifications_programme","Modifications de programme"
"en","notifications_preferences.description_recevoir_des_alertes","Recevoir des alertes en cas de changement dans les programmes d'événements"
"en","notifications_preferences.label_rappels_dvnements","Rappels d'événements"
"en","notifications_preferences.description_recevoir_rappel_24h","Recevoir un rappel 24h avant les événements auxquels vous participez"
"en","notifications_preferences.title_appareils_canaux","Appareils et canaux"
"en","notifications_preferences.description_grez_comment_vous","Gérez comment vous recevez vos notifications"
"en","notifications_preferences.navigateur_web","Navigateur web"
"en","notifications_preferences.email","Email"
"en","notifications_preferences.sms","SMS"
"en","notifications_preferences.retour_aux_notifications","Retour aux notifications"
"en","notifications_preferences.enregistrement","Enregistrement..."
"en","notifications_preferences.enregistr","Enregistré"
"en","notifications_preferences.enregistrer_les_prfrences","Enregistrer les préférences"
"en","notifications_notifications.voir_plus","Voir plus →"
"en","notifications_notifications.title_marquer_comme","Marquer comme lu"
"en","notifications_notifications.title_supprimer","Supprimer"
"en","notifications_notifications.label_toutes","Toutes"
"en","notifications_notifications.label_non_lues","Non lues"
"en","notifications_notifications.label_participations","Participations"
"en","notifications_notifications.label_annulations","Annulations"
"en","notifications_notifications.label_modifications","Modifications"
"en","notifications_notifications.label_nouveaux_vnements","Nouveaux événements"
"en","notifications_notifications.label_rappels","Rappels"
"en","notifications_notifications.notifications","Notifications"
"en","notifications_notifications.activez_les_notifications","Activez les notifications pour être alerté en temps réel"
"en","notifications_notifications.activer","Activer"
"en","notifications_notifications.rsum","Résumé"
"en","notifications_notifications.total","Total"
"en","notifications_notifications.non_lues","Non lues"
"en","notifications_notifications.filtrer","Filtrer"
"en","notifications_notifications.tout_marquer_comme","Tout marquer comme lu"
"en","notifications_notifications.supprimer_les_lues","Supprimer les lues"
"en","notifications_notifications.chargement_des_notifications","Chargement des notifications..."
"en","notifications_notifications.aucune_notification","Aucune notification"
"en","articles_articleviewpage.chargement_larticle","Chargement de l'article..."
"en","articles_articleviewpage.article_introuvable","Article introuvable"
"en","articles_articleviewpage.retour_aux_uvres","Retour aux œuvres"
"en","articles_articleviewpage.retour","Retour"
"en","articles_articleviewpage.title_ajouter_aux_favoris","Ajouter aux favoris"
"en","articles_articleviewpage.title_partager","Partager"
"en","articles_articleviewpage.title_imprimer","Imprimer"
"en","articles_articleviewpage.title_tlcharger_pdf","Télécharger PDF"
"en","articles_articleviewpage.valu_par_les","Évalué par les pairs"
"en","articles_articleviewpage.accs_libre","Accès libre"
"en","articles_articleviewpage.vrifi","Vérifié"
"en","articles_articleviewpage.min_lecture","min de lecture"
"en","articles_articleviewpage.mots","mots"
"en","articles_articleviewpage.publi_dans","Publié dans"
"en","articles_articleviewpage.rsum","Résumé"
"en","articles_articleviewpage.contenu_cet_article","Le contenu de cet article n'est pas encore disponible."
"en","articles_articleviewpage.informations_bibliographiques","Informations bibliographiques"
"en","articles_articleviewpage.doi","DOI :"
"en","articles_articleviewpage.issn","ISSN :"
"en","articles_articleviewpage.impact_factor","Impact Factor :"
